wafer_id,lot_id,run_index,timestamp,chamber,slot,recipe,product,wafers_since_clean,f000,f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,f014,f015,f016,f017,f018,f019,f020,f021,f022,f023,f024,f025,f026,f027,f028,f029,f030,f031,f032,f033,f034,f035,f036,f037,f038,f039,f040,f041,f042,f043,f044,f045,f046,f047,f048,f049,f050,f051,f052,f053,f054,f055,f056,f057,f058,f059,f060,f061,f062,f063,f064,f065,f066,f067,f068,f069,f070,f071,f072,f073,f074,f075,f076,f077,f078,f079,f080,f081,f082,f083,f084,f085,f086,f087,f088,f089,f090,f091,f092,f093,f094,f095,f096,f097,f098,f099,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,recipe_complete
W0050,LOT02,50,2026-01-05 11:08:07.130041824,B,25,GATE-ETCH-R7,PRD-B,49,750.49727,2.74446,-0.02721,13.19006,720.12645,2.38665,0.01332,11.47442,9.30742,0.05457,0.00046,0.25481,9.12826,0.05918,0.00101,0.28196,121.82571,0.71752,0.00549,2.83965,124.40624,0.65226,-0.00578,2.47317,1.07671,0.09087,0.00563,0.28586,0.77662,0.02524,0.00313,0.09258,63.86299,0.16034,0.00251,0.68211,64.50407,0.17940,-0.00519,0.75593,-0.32016,1.03643,3.85717,0.04808,0.29335,1.30263,-0.03141,-0.32917,-0.84207,-2.12312,0.06887,-0.82706,-1.16401,-0.03405,-1.23034,-0.11526,-0.09617,-0.98792,-0.92312,1.53407,0.48698,0.66251,0.05186,-1.95919,-1.80497,1.18407,-0.10972,0.35004,-0.20931,-0.67636,1.45456,0.90653,0.18585,1.57422,0.85697,0.02831,-0.35920,0.95613,-0.41406,-0.98692,-1.50586,-0.50585,0.19685,1.24217,0.36528,-0.96171,1.20345,-1.42560,0.26149,1.01014,1.00947,-0.44083,1.71675,0.86624,-0.38838,0.23167,-1.03057,0.64898,-1.70903,0.08834,-0.80192,0.33373,-0.89318,-0.87749,2.21669,-0.70727,-0.13963,-0.81091,-1.37995,0.54215,-1.14060,1.72264,-0.75777,0.14399,-1.15360,1.13216,-0.93243,1.42338,-0.85215,-0.00979,1
W0051,LOT03,51,2026-01-05 12:26:22.872317502,A,1,GATE-ETCH-R7,PRD-C,50,734.26816,2.28628,-0.00862,10.35401,704.34997,1.77846,0.03205,6.98696,9.90035,0.04411,0.00017,0.18908,9.70056,0.05064,0.00148,0.20708,115.18251,0.69468,-0.01256,3.45878,117.80666,0.82032,-0.01493,3.06120,1.00845,0.04894,-0.00297,0.17842,0.72480,0.01584,-0.00161,0.06419,64.95296,0.14784,0.00207,0.87809,65.59925,0.13614,-0.00051,0.52231,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,1.23474,0.99966,0.28496,-1.82530,-0.53725,-0.15526,-1.25192,1.26353,-0.40556,-0.15604,0.38116,-0.25629,-1.20855,-0.88983,1.02509,-0.56002,-2.14267,1.89744,0.60777,-0.01776,-2.21631,0.34348,0.15342,0.39857,-0.68845,0.63066,0.87214,-1.29350,0.71212,0.05158,0.64867,-0.18443,-0.51827,-0.25879,0.51564,-0.50648,-0.82135,-0.69211,0.22932,0.26688,-0.19854,-0.59537,-0.32629,0.52861,0.63078,0.56238,0.27575,-0.32697,-0.31688,0.00443,0.18257,-0.00228,1.40073,0.23723,-0.62560,0.06001,-0.51691,-0.21811,-1.30733,-0.32738,1
W0052,LOT03,52,2026-01-05 12:30:34.872317502,A,2,GATE-ETCH-R7,PRD-C,51,738.32046,2.24573,-0.00382,9.08169,708.89923,2.82875,-0.02415,10.73559,10.01956,0.05522,-0.00033,0.26386,9.82360,0.03494,-0.00000,0.11818,116.02641,0.86011,-0.00918,3.07362,118.39941,0.67980,-0.03843,2.39479,1.02870,0.03678,-0.00220,0.14919,0.74133,0.01082,-0.00099,0.04151,66.30549,0.14803,0.00271,0.63689,67.02585,0.12874,0.00053,0.46337,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,0.58914,-0.18002,-0.30780,-1.40170,1.13096,-0.47097,0.32688,1.00502,-0.50214,0.60396,0.09666,0.22214,-0.21470,-1.24991,1.27416,-1.32471,0.71112,1.13368,-0.92400,-0.43627,-1.62664,3.24728,-0.98835,0.43399,-1.43319,1.36818,0.99173,0.09632,-0.87432,1.63769,2.46847,2.95185,-0.52818,0.94236,1.36169,-1.16617,-0.31769,-0.48068,-0.94935,0.89379,0.17205,-1.06297,-0.14584,-0.33358,-0.82881,1.11639,0.66266,0.94782,2.53589,0.19863,0.74326,1.74584,0.18315,0.78510,-0.73687,-1.08502,1.01259,2.68036,-0.47670,1.06423,1
W0053,LOT03,53,2026-01-05 12:34:46.872317502,A,3,GATE-ETCH-R7,PRD-C,52,737.35446,2.16463,0.03427,10.20714,708.02870,2.54084,0.02847,8.54919,9.66777,0.05806,-0.00058,0.26967,9.49199,0.04561,0.00124,0.18712,113.28995,0.76618,-0.00577,3.49904,115.75643,0.74276,0.00703,3.10272,0.95645,0.08551,-0.00530,0.29264,0.69302,0.02279,-0.00284,0.07860,67.21414,0.17411,0.00359,0.88403,67.85594,0.12846,0.00108,0.58387,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,-0.51131,0.38308,-0.15765,-0.15785,0.58505,-1.22676,0.94005,1.31751,-0.24648,2.27438,-1.12535,-0.63636,0.02211,-0.82173,0.23148,-0.30413,0.07156,1.86999,0.02969,-0.38189,0.06114,1.96028,0.64649,-1.72546,0.34814,-0.34248,-0.60877,-0.80939,-2.36708,0.55648,2.19733,0.71573,-1.91426,-0.51662,-0.09085,-1.40330,-0.60843,1.53692,0.75064,0.77405,0.13957,-1.10019,0.88685,-0.23874,-0.51538,-0.74461,0.16397,-0.85162,1.02701,0.98947,-1.11317,1.06138,-0.88333,2.09386,-0.29769,-1.51816,-1.35223,1.70583,0.45837,1.21616,1
W0054,LOT03,54,2026-01-05 12:38:58.872317502,A,4,GATE-ETCH-R7,PRD-C,53,738.76868,2.45953,0.00446,13.09241,708.75150,2.71777,-0.10965,11.48322,9.47033,0.04451,-0.00102,0.22492,9.30114,0.04923,-0.00121,0.20683,113.14601,0.71556,-0.00398,3.09455,115.49193,0.56812,0.00830,2.81331,0.96191,0.07976,-0.00494,0.26276,0.69332,0.02480,-0.00302,0.09165,66.14967,0.17463,0.00294,0.72558,66.84907,0.16908,0.00469,0.69282,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,-0.19518,0.24675,-1.80518,-1.13193,-0.63663,0.17863,0.92834,0.45086,1.71148,0.30108,0.01353,-0.43564,0.55257,-2.27012,-0.47274,0.72338,0.32225,-0.96164,1.48216,-0.13691,0.64812,1.10172,0.55543,-2.78781,0.36570,0.46666,-1.54342,0.81203,-0.22017,0.72963,-0.19894,0.49266,-0.46166,-2.04373,-0.91869,1.49908,-1.95995,0.61068,0.09561,-0.41554,0.92905,-0.09797,3.15732,1.74042,-1.52784,-0.15905,0.52218,1.97776,2.68645,0.43451,0.74402,1.62930,-0.98051,1.49732,-1.21630,0.08472,0.24307,1.16494,1.02918,1.12924,1
W0055,LOT03,55,2026-01-05 12:43:10.872317502,A,5,GATE-ETCH-R7,PRD-C,54,747.81848,2.59423,-0.02758,14.44977,717.02066,2.11256,-0.02821,9.04823,9.34199,0.05051,-0.00036,0.21384,9.15267,0.04377,0.00092,0.16478,112.75469,0.71624,0.00661,2.98947,114.90538,0.68787,0.00441,2.91436,0.96891,0.07758,-0.00479,0.25830,0.70097,0.01845,-0.00220,0.07275,65.93092,0.13559,0.00352,0.52897,66.59841,0.16942,0.00185,0.68508,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,1.38279,-0.07683,1.06739,-1.63526,0.07620,0.43442,0.55713,0.78354,0.10648,0.70368,-0.05634,-1.18998,0.56215,-1.37034,-0.13024,0.56043,-0.45725,-0.32663,0.40460,-0.61834,0.73492,-0.02892,-0.28497,-2.34789,-1.75290,-0.15908,-0.71588,-0.91762,-0.89047,-1.46523,0.09643,0.46996,-0.21488,1.03637,-2.31800,1.83485,-1.51630,0.02098,-0.31373,-0.33371,0.09028,-0.60197,2.86809,-0.70515,-0.50868,-0.83329,-0.41310,2.46124,1.50738,0.30429,1.05839,-0.03379,-0.03901,0.55863,-0.37880,-0.87286,1.31223,0.72156,-0.64007,-0.29073,1
W0056,LOT03,56,2026-01-05 12:47:22.872317502,A,6,GATE-ETCH-R7,PRD-C,55,735.70110,2.60377,-0.02682,10.63069,705.85260,2.54900,-0.05510,10.85237,9.62819,0.04638,-0.00065,0.20029,9.45128,0.05025,-0.00233,0.22449,112.06251,0.92888,0.00460,5.15313,114.26031,0.89862,0.01588,4.25124,0.90979,0.11637,-0.00724,0.38333,0.65846,0.02723,-0.00334,0.08966,66.92107,0.18377,0.00375,0.74413,67.61147,0.14850,0.00680,0.48563,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,0.58412,-1.28394,0.52067,0.39894,0.08695,1.37487,0.92525,-2.03456,0.21505,0.03602,-1.36616,-0.48268,0.24117,-0.69942,0.01087,-1.58105,0.87180,0.98874,0.31265,-0.81506,-0.62701,0.36397,-0.44940,0.01798,-0.85127,-1.09504,-0.55975,1.29481,1.13318,-1.07288,-0.92711,-0.91880,0.23933,0.46841,0.87816,-0.35428,2.20463,0.73126,-1.18197,-0.83772,0.03989,-0.48313,0.96091,-0.88633,-0.99359,0.24118,-0.71165,1.09320,-0.67590,0.31116,-0.11212,0.58101,0.99288,0.90690,-0.46034,-1.14824,-0.92260,0.83582,0.01336,-0.02501,1
W0057,LOT03,57,2026-01-05 12:51:34.872317502,A,7,GATE-ETCH-R7,PRD-C,56,738.22046,2.75688,-0.01129,13.15998,708.87181,2.20489,0.02631,6.41626,9.32059,0.04857,-0.00054,0.19764,9.12715,0.04839,-0.00043,0.22507,109.99633,0.77586,-0.00409,3.00231,112.12938,0.78244,0.00572,3.38462,0.86343,0.15268,-0.00951,0.50289,0.61945,0.03436,-0.00446,0.12076,65.35921,0.16892,0.00258,0.85887,66.06205,0.08734,0.00316,0.34166,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,1.59373,1.41468,-1.95570,-0.54815,-0.92035,-0.26728,1.26059,0.80913,-0.10963,0.39976,-1.74792,-1.68290,0.33169,-0.17255,0.85625,-0.09298,0.10792,-0.50642,-0.34655,-2.33696,-1.86790,0.56619,-1.65973,-0.52393,-0.30008,0.91968,0.85188,1.48089,0.61777,-0.00808,0.62550,-1.21354,1.54437,-0.73748,-1.27764,-0.54805,2.00191,-1.02765,-0.01978,0.39996,-0.58292,-0.22216,1.14775,-1.30827,0.67275,0.68298,-0.83219,1.25734,2.46087,0.73967,1.15243,0.08862,0.68105,-0.58819,1.30895,0.10252,-0.18341,1.11729,2.36185,0.42865,1
W0058,LOT03,58,2026-01-05 12:55:46.872317502,A,8,GATE-ETCH-R7,PRD-C,57,732.01270,2.57186,0.00157,13.40393,702.50784,2.32110,0.02064,9.11736,9.32334,0.03864,0.00022,0.17856,9.13985,0.04848,-0.00105,0.20435,111.15363,0.79717,0.01021,3.91598,113.05644,0.77794,0.02508,3.13215,0.90504,0.12690,-0.00790,0.42127,0.65454,0.02949,-0.00368,0.10667,68.06131,0.13978,0.00154,0.61062,68.70852,0.19798,0.00242,0.72362,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,-1.11641,2.70814,0.58836,-1.28705,-0.34528,-1.16562,-0.39156,-0.18955,0.12949,0.15905,-2.26925,-1.33419,0.33271,-0.00211,-0.10995,-0.47462,-0.90985,-0.85448,1.39980,-1.76611,-0.67170,0.61554,-1.60726,-1.86786,1.66784,0.62623,0.35395,-0.27761,0.27581,0.33738,-0.11366,-1.06065,1.11822,-0.24503,-0.73162,-2.32619,2.03488,0.27715,0.05849,2.35069,-0.19763,-0.03059,0.01829,-1.02713,1.27346,-0.15958,-1.13895,0.57169,1.35349,-0.58917,1.57749,0.58208,0.63761,0.31270,-0.82378,0.28369,-0.08432,-0.67809,0.64123,-0.08043,1
W0059,LOT03,59,2026-01-05 12:59:58.872317502,A,9,GATE-ETCH-R7,PRD-C,58,727.53197,2.57586,-0.01614,13.74983,698.28501,1.78757,-0.00612,7.05859,10.44054,0.04429,0.00088,0.19637,10.22682,0.06474,-0.00152,0.25752,115.32894,0.71511,0.00595,3.19936,117.61131,0.71669,-0.00757,2.91876,0.95884,0.08696,-0.00540,0.29045,0.68849,0.02391,-0.00302,0.08101,66.36583,0.13333,0.00274,0.50863,67.02904,0.14931,-0.00047,0.66658,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,0.48664,-0.20111,0.67289,-0.02131,0.65100,-0.22221,-0.87053,1.03029,1.48020,1.71310,-1.42908,-0.86657,0.34196,-0.51226,-0.38807,0.84875,-0.47057,-1.48802,0.15401,-1.23707,-2.13290,-0.31749,-0.33973,-0.79878,-0.92746,-0.20773,-0.42533,0.52317,-0.64600,-0.41581,-0.84209,-0.38194,0.22952,-0.97825,-0.01679,0.21550,1.29869,0.36319,-1.83848,0.98967,0.07877,0.55433,-0.71421,-0.50659,1.66316,-0.85334,0.25924,-0.09058,1.15739,-0.19924,0.48321,0.19332,2.20783,0.28463,-0.56523,0.81054,1.79624,-1.24340,-0.50473,-0.71261,1
W0060,LOT03,60,2026-01-05 13:04:10.872317502,A,10,GATE-ETCH-R7,PRD-C,59,731.48621,2.62292,-0.02436,12.13144,702.35438,2.39617,0.00363,8.80354,10.31504,0.05334,0.00124,0.28552,10.10906,0.04253,0.00028,0.16863,113.00827,0.80561,-0.00586,4.14252,114.91841,0.68601,0.00665,2.64056,0.87540,0.14512,-0.00903,0.49568,0.63270,0.03329,-0.00434,0.10947,67.30770,0.15217,0.00287,0.73219,67.99658,0.11767,-0.00221,0.49744,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,0.35872,0.90296,0.76510,-0.87129,2.51404,-1.61164,-1.23095,-0.79418,0.19478,0.94079,-0.38527,0.76809,-0.24038,0.40854,-0.92171,0.04922,0.60550,0.76009,1.43333,-0.46226,-0.59790,-0.08208,-0.43323,1.90333,-0.22021,0.45724,1.07372,2.19103,-0.28613,0.82738,0.35562,-0.41295,-0.16359,-0.63404,0.45561,-0.22102,0.86944,-0.11870,-0.53003,-0.27691,-0.82238,-1.09706,-0.40063,0.53548,2.64172,-0.13789,1.20022,-1.71042,1.65583,-0.53400,0.43293,-0.01561,0.94950,-1.45933,0.00083,-0.36148,0.45563,-2.34142,0.19887,-0.56380,1
W0061,LOT03,61,2026-01-05 13:08:22.872317502,A,11,GATE-ETCH-R7,PRD-C,60,736.11510,2.26678,-0.00074,10.51067,707.38414,2.25926,0.06932,6.97832,10.04445,0.04674,0.00004,0.24086,9.84119,0.04873,-0.00001,0.23941,114.28102,0.82733,-0.00060,4.60507,116.68753,0.82291,-0.01937,3.76013,0.96418,0.08001,-0.00495,0.28451,0.69645,0.02257,-0.00278,0.08081,66.69293,0.16430,0.00316,0.71055,67.43619,0.14271,-0.00059,0.60617,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,0.32690,-0.42799,2.05418,0.32027,0.71257,-3.02660,-1.36159,-1.78674,0.86842,-1.32325,-2.37819,-0.42367,0.56897,0.66948,0.00640,-0.19133,-0.30025,0.15219,0.18578,0.15924,0.59197,0.04227,0.27610,0.92117,-0.89593,0.61865,-0.96006,0.13380,0.80288,0.25673,1.91290,0.03585,-0.43230,0.77897,1.25946,-0.09138,-1.63265,0.26733,0.45170,-0.82354,-0.15539,-0.47538,-2.18128,-0.33612,0.50242,-0.87104,0.35890,-1.35320,0.45047,-1.30731,0.18493,-0.22605,0.52323,-0.40737,1.42859,-0.64066,0.93933,-1.20256,-0.59707,-0.21087,1
W0062,LOT03,62,2026-01-05 13:12:34.872317502,A,12,GATE-ETCH-R7,PRD-C,61,745.99767,2.17393,0.00440,9.51160,716.21320,2.34795,0.03288,8.14754,9.99330,0.04732,-0.00021,0.24040,9.78083,0.05155,-0.00076,0.17901,113.99756,0.83143,0.01020,3.73482,116.54227,0.81172,0.00264,2.99613,0.95859,0.08656,-0.00537,0.30513,0.69005,0.02209,-0.00258,0.07944,66.43697,0.15097,0.00233,0.58727,67.02402,0.12547,-0.00068,0.46396,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,-0.08516,-0.84768,0.91910,0.53839,1.71708,0.36283,0.58927,0.00436,0.26594,-1.36742,-1.15778,-1.38540,0.27757,0.84264,-0.15515,-0.17642,0.16246,-0.57825,0.54739,-0.49942,1.41738,0.13988,0.76983,-1.12597,-0.67860,-0.47637,-0.95740,-0.81348,-1.61768,-0.38560,-0.36980,-0.66583,1.13752,-0.55532,-1.12323,-0.14956,-3.13356,1.57817,-0.37441,-0.75430,0.86595,-0.57296,-0.83701,-0.30066,-0.70659,-0.77241,0.97813,-1.90306,1.09795,0.93136,-0.89120,-0.10316,0.65682,-0.02298,3.12860,0.01644,-0.03798,-0.49016,0.05731,1.10734,1
W0063,LOT03,63,2026-01-05 13:16:46.872317502,A,13,GATE-ETCH-R7,PRD-C,62,732.30856,2.77447,0.02969,12.24496,703.22547,2.22869,-0.04042,9.75472,10.05424,0.04757,-0.00053,0.19733,9.84395,0.05447,-0.00102,0.23354,113.95973,0.85066,-0.00482,4.02207,116.24163,0.76069,-0.02854,3.38606,0.94241,0.09716,-0.00604,0.33497,0.67638,0.02503,-0.00309,0.08408,64.99950,0.16269,0.00321,0.81880,65.66168,0.10845,-0.00019,0.35067,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,1.39063,-0.65437,-0.19759,1.77078,0.52881,0.58590,0.19146,-0.22348,-1.06747,-2.13598,-1.24796,-0.56862,0.70300,2.94991,0.97693,0.05062,0.53488,0.50250,2.22282,-0.67849,-2.21041,0.76729,-0.80117,1.40036,0.32344,-1.79583,-0.13321,-0.85936,-1.30504,-0.06131,1.11971,0.03450,0.12739,-0.99364,-0.09253,-0.83939,-1.25867,0.49035,0.33881,0.71935,0.98894,0.70254,-0.52350,0.90978,-0.13490,-0.65155,0.11842,0.56079,-0.17887,-0.33370,0.26245,-0.55773,0.36884,0.33509,0.35263,0.11534,0.03615,0.30311,-0.01448,0.46614,1
W0064,LOT03,64,2026-01-05 13:20:58.872317502,A,14,GATE-ETCH-R7,PRD-C,63,744.14146,2.33805,0.01391,9.87427,716.12271,2.76990,0.06721,11.17735,10.47805,0.05196,0.00074,0.25163,10.27544,0.04471,-0.00055,0.15422,115.80454,0.75814,-0.00360,3.37806,118.14475,0.65271,-0.00945,2.33325,0.97260,0.07770,-0.00479,0.28135,0.70073,0.01856,-0.00214,0.07927,65.48115,0.19851,0.00417,0.83636,66.16283,0.13818,-0.00686,0.51758,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,-0.37926,-0.30677,-0.72902,2.00527,0.62403,1.84632,-0.19756,2.04115,-0.16414,-0.41275,-0.96107,-0.38261,1.06695,0.54125,0.54339,-1.26440,-0.22251,0.46791,-0.15696,-1.44879,-1.04874,1.63665,0.01165,0.24144,-0.42408,0.03521,-0.59507,0.43707,0.30428,0.84170,-0.80718,0.06012,-0.57668,-0.12918,-1.20385,-0.67511,-1.48380,1.26340,0.97551,-1.32742,1.26153,-0.52629,0.61414,-0.76546,-1.73125,-0.21895,0.24019,0.77604,0.53343,-1.07353,0.07488,1.22947,-0.24516,0.91692,-0.53489,-1.44170,-0.15381,1.99441,1.87569,2.75000,1
W0065,LOT03,65,2026-01-05 13:25:10.872317502,A,15,GATE-ETCH-R7,PRD-C,64,740.51786,2.40424,0.01311,11.15082,709.60839,2.41751,-0.00937,9.05940,10.53520,0.05929,-0.00090,0.28961,10.31905,0.03969,0.00092,0.13124,116.34408,0.80920,-0.00712,3.47178,118.74408,0.95495,0.03388,3.24595,0.98526,0.06794,-0.00419,0.24547,0.70898,0.01688,-0.00197,0.05376,67.02912,0.16886,0.00339,0.65344,67.72690,0.15148,0.00276,0.55146,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,0.71562,-0.30751,-1.70773,1.52198,-0.86621,1.85687,-1.31767,1.30577,-0.68957,0.35177,-0.38978,-0.25064,1.54465,-0.19423,0.08083,-0.24170,-0.11090,1.32344,-1.51299,-0.14679,-1.50940,0.12326,0.62269,-0.92405,-1.08444,-0.28252,-0.04174,-1.13877,-0.44782,0.97360,-0.53841,0.66966,1.55045,-0.20540,0.11550,-0.28691,-0.17391,0.18369,0.20791,-0.99076,2.25448,1.84653,-0.09392,0.39773,-0.06345,-0.84530,-0.19684,0.45077,-0.78147,-0.44906,-1.12737,2.22735,-0.98354,-1.18651,0.22406,-0.22426,-1.43843,-0.05852,0.32207,0.54558,1
W0066,LOT03,66,2026-01-05 13:29:22.872317502,A,16,GATE-ETCH-R7,PRD-C,65,744.99001,2.27206,0.00458,11.15558,715.84249,2.15038,-0.02519,7.16375,10.35615,0.04929,0.00016,0.20277,10.15654,0.05228,-0.00049,0.16717,116.29135,0.82341,-0.00827,4.14004,118.87423,1.03977,-0.04948,3.91062,1.01085,0.05257,-0.00320,0.19684,0.72566,0.01861,-0.00199,0.06609,65.17356,0.15006,0.00328,0.68737,65.83566,0.17323,0.00229,0.66253,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,1.72876,-1.12195,-0.14044,-0.16382,0.56223,1.82699,-0.27840,2.46031,0.38599,1.12969,-0.58400,-0.16748,0.90642,0.68640,0.11451,0.68411,-1.06477,-0.31460,-1.11230,0.92901,-0.45969,-0.37356,-1.07895,0.34313,1.57693,-0.15995,0.38051,-1.14418,-0.56467,0.46661,-1.14657,0.16385,1.28699,-0.77125,0.55988,0.37866,-1.00524,0.06345,-1.94512,0.16707,-1.10251,-1.37522,0.91383,0.47784,-1.78045,-2.14894,1.55038,0.30747,-0.89471,-0.24567,0.59753,-0.18623,0.21899,-1.67335,0.22763,-0.81003,1.06203,0.92614,-0.62422,-0.19084,1
W0067,LOT03,67,2026-01-05 13:33:34.872317502,A,17,GATE-ETCH-R7,PRD-C,66,735.65833,2.39108,-0.01369,9.86054,705.13796,2.59030,0.00299,10.82939,10.58295,0.04791,0.00043,0.21428,10.37272,0.04337,0.00025,0.19097,116.70622,0.82866,0.00103,4.37930,119.20361,0.85192,0.00055,2.96795,0.99479,0.05666,-0.00349,0.19180,0.71495,0.01848,-0.00181,0.08246,65.04280,0.16360,0.00431,0.80809,65.71210,0.16684,-0.00368,0.54394,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,1.55248,0.20399,-0.68420,2.07290,1.85610,-0.55474,0.03677,1.54754,0.44707,-0.04631,0.01326,-0.05539,-0.47589,0.31097,-0.25859,-0.90163,0.33111,-0.31429,-0.39616,-0.47291,-0.96822,-0.20103,0.06625,2.01685,-0.25572,-1.55002,0.27222,-0.99105,0.56379,0.08556,-1.31829,-0.77649,-0.94954,-0.67969,1.84065,1.06454,0.76791,-0.58078,-1.33049,-0.68149,-1.23927,-1.12883,2.08581,1.06132,0.10030,-1.43499,0.54928,0.06683,0.16984,0.70686,-1.13361,1.87043,-2.25560,0.22912,-1.33150,-1.18471,-0.20933,2.44942,0.79426,-2.11493,1
W0068,LOT03,68,2026-01-05 13:37:46.872317502,A,18,GATE-ETCH-R7,PRD-C,67,725.68140,2.43179,-0.03137,10.68437,696.86783,2.40398,-0.06670,9.48953,10.32697,0.04166,0.00047,0.19062,10.13231,0.04870,0.00084,0.20208,117.10549,0.64854,-0.00089,2.66709,119.75757,0.72402,-0.00251,3.11225,1.04275,0.02800,-0.00166,0.10487,0.74893,0.00937,-0.00063,0.03679,66.78217,0.16681,0.00599,0.77119,67.45190,0.14978,-0.00211,0.65661,-0.57925,-1.89509,4.30491,-0.44915,-1.43003,-1.54522,-0.99232,0.83112,-0.95022,0.41700,-0.19776,-0.56557,-0.14520,0.33242,-0.84652,0.31982,-1.18371,0.07619,2.01514,1.16992,-0.88854,-0.08163,-2.15812,1.45428,1.25406,-1.09155,0.35441,0.66690,-0.35472,-0.01556,-0.00757,0.93965,0.42981,-0.85290,0.65334,-0.97883,-0.57502,-0.00212,-0.30873,0.32460,-1.26194,-0.91454,0.15658,0.77262,0.09738,-0.94225,0.67949,-0.27453,0.66247,1.34340,0.89234,-0.06651,0.47494,-0.77707,1.32095,1.31702,0.34846,-0.78204,-0.03869,1.35942,-0.79753,-0.85121,0.17211,-0.16139,-0.28394,-0.53083,-0.37501,0.41772,1.30957,-0.07869,0.51565,1.75408,-1.86732,0.97113,-0.83048,-2.45984,-0.86096,0.23005,1.06069,1.39176,1
